,day,item_number,item_name,purchase_price,suggested_retail_price,orders_quantity,sales_quantity
53,2021-05-26,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,11.0
54,2021-05-27,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,6.0
55,2021-05-28,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,10.0,12.0
56,2021-05-29,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,20.0,14.0
57,2021-05-30,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
58,2021-05-31,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,10.0,6.0
59,2021-06-01,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,10.0,13.0
60,2021-06-02,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,30.0,18.0
61,2021-06-03,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
62,2021-06-04,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,30.0,11.0
63,2021-06-05,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,20.0,12.0
64,2021-06-06,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
65,2021-06-07,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.49,0.0,4.0
66,2021-06-08,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.49,0.0,9.0
67,2021-06-09,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.49,0.0,8.0
68,2021-06-10,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.49,20.0,12.0
69,2021-06-11,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.49,20.0,10.0
70,2021-06-12,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.49,20.0,14.0
71,2021-06-13,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
72,2021-06-14,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.49,20.0,9.0
73,2021-06-15,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.49,20.0,9.0
74,2021-06-16,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.49,10.0,9.0
75,2021-06-17,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.49,20.0,12.0
76,2021-06-18,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.49,10.0,22.0
77,2021-06-19,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.49,10.0,20.0
78,2021-06-20,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
79,2021-06-21,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.49,20.0,5.0
80,2021-06-22,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.49,10.0,6.0
81,2021-06-23,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.49,10.0,6.0
82,2021-06-24,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.49,10.0,11.0
83,2021-06-25,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.49,20.0,17.0
84,2021-06-26,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.49,20.0,17.0
85,2021-06-27,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
86,2021-06-28,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.49,10.0,12.0
87,2021-06-29,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.49,20.0,6.0
88,2021-06-30,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.49,10.0,2.0
89,2021-07-01,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.49,20.0,11.0
90,2021-07-02,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.49,10.0,9.0
91,2021-07-03,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.49,10.0,9.0
92,2021-07-04,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
93,2021-07-05,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,10.0,9.0
94,2021-07-06,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,5.0
95,2021-07-07,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,3.0
96,2021-07-08,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,2.0
97,2021-07-09,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
98,2021-07-10,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
99,2021-07-11,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
100,2021-07-12,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
101,2021-07-13,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
102,2021-07-14,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
103,2021-07-15,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
104,2021-07-16,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
105,2021-07-17,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
106,2021-07-18,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
107,2021-07-19,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
108,2021-07-20,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
109,2021-07-21,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
110,2021-07-22,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
111,2021-07-23,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
112,2021-07-24,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
113,2021-07-25,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
114,2021-07-26,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
115,2021-07-27,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
116,2021-07-28,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
117,2021-07-29,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
118,2021-07-30,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
119,2021-07-31,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
120,2021-08-01,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
121,2021-08-02,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
122,2021-08-03,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
123,2021-08-04,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
124,2021-08-05,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
125,2021-08-06,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
126,2021-08-07,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
127,2021-08-08,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
128,2021-08-09,80317483,ROMA TOMATEN ES I 500G SF,0.94,1.59,0.0,0.0
129,2021-08-10,80317483,ROMA TOMATEN ES I 500G SF,0.94,1.59,0.0,0.0
130,2021-08-11,80317483,ROMA TOMATEN ES I 500G SF,0.94,1.59,0.0,0.0
131,2021-08-12,80317483,ROMA TOMATEN ES I 500G SF,0.94,1.59,0.0,0.0
132,2021-08-13,80317483,ROMA TOMATEN ES I 500G SF,0.94,1.59,0.0,0.0
133,2021-08-14,80317483,ROMA TOMATEN ES I 500G SF,0.94,1.59,0.0,0.0
134,2021-08-15,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
135,2021-08-16,80317483,ROMA TOMATEN ES I 500G SF,0.88,1.59,0.0,0.0
136,2021-08-17,80317483,ROMA TOMATEN ES I 500G SF,0.88,1.59,0.0,0.0
137,2021-08-18,80317483,ROMA TOMATEN ES I 500G SF,0.88,1.59,0.0,0.0
138,2021-08-19,80317483,ROMA TOMATEN ES I 500G SF,0.88,1.59,0.0,0.0
139,2021-08-20,80317483,ROMA TOMATEN ES I 500G SF,0.88,1.59,0.0,0.0
140,2021-08-21,80317483,ROMA TOMATEN ES I 500G SF,0.88,1.59,0.0,0.0
141,2021-08-22,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
142,2021-08-23,80317483,ROMA TOMATEN ES I 500G SF,0.94,1.59,0.0,0.0
143,2021-08-24,80317483,ROMA TOMATEN ES I 500G SF,0.94,1.59,0.0,0.0
144,2021-08-25,80317483,ROMA TOMATEN ES I 500G SF,0.94,1.59,0.0,0.0
145,2021-08-26,80317483,ROMA TOMATEN ES I 500G SF,0.94,1.59,0.0,0.0
146,2021-08-27,80317483,ROMA TOMATEN ES I 500G SF,0.94,1.59,0.0,0.0
147,2021-08-28,80317483,ROMA TOMATEN ES I 500G SF,0.94,1.59,0.0,0.0
148,2021-08-29,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
149,2021-08-30,80317483,ROMA TOMATEN ES I 500G SF,0.94,1.59,0.0,0.0
150,2021-08-31,80317483,ROMA TOMATEN ES I 500G SF,0.94,1.59,0.0,0.0
151,2021-09-01,80317483,ROMA TOMATEN ES I 500G SF,0.94,1.59,0.0,0.0
152,2021-09-02,80317483,ROMA TOMATEN ES I 500G SF,0.94,1.59,0.0,0.0
153,2021-09-03,80317483,ROMA TOMATEN ES I 500G SF,0.94,1.59,0.0,0.0
154,2021-09-04,80317483,ROMA TOMATEN ES I 500G SF,0.94,1.59,0.0,0.0
155,2021-09-05,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
156,2021-09-06,80317483,ROMA TOMATEN ES I 500G SF,0.94,1.59,0.0,0.0
157,2021-09-07,80317483,ROMA TOMATEN ES I 500G SF,0.94,1.59,0.0,0.0
158,2021-09-08,80317483,ROMA TOMATEN ES I 500G SF,0.94,1.59,0.0,0.0
159,2021-09-09,80317483,ROMA TOMATEN ES I 500G SF,0.94,1.59,0.0,0.0
160,2021-09-10,80317483,ROMA TOMATEN ES I 500G SF,0.94,1.59,0.0,0.0
161,2021-09-11,80317483,ROMA TOMATEN ES I 500G SF,0.94,1.59,0.0,0.0
162,2021-09-12,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
163,2021-09-13,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.59,0.0,0.0
164,2021-09-14,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.59,0.0,0.0
165,2021-09-15,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.59,0.0,0.0
166,2021-09-16,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.59,0.0,0.0
167,2021-09-17,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.59,0.0,0.0
168,2021-09-18,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.59,0.0,0.0
169,2021-09-19,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
170,2021-09-20,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.59,10.0,2.0
171,2021-09-21,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.59,10.0,6.0
172,2021-09-22,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.59,0.0,5.0
173,2021-09-23,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.59,10.0,2.0
174,2021-09-24,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.59,10.0,9.0
175,2021-09-25,80317483,ROMA TOMATEN ES I 500G SF,0.99,1.59,0.0,7.0
176,2021-09-26,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
177,2021-09-27,80317483,ROMA TOMATEN ES I 500G SF,0.85,1.59,0.0,0.0
178,2021-09-28,80317483,ROMA TOMATEN ES I 500G SF,0.85,1.59,0.0,0.0
179,2021-09-29,80317483,ROMA TOMATEN ES I 500G SF,0.85,1.59,0.0,0.0
180,2021-09-30,80317483,ROMA TOMATEN ES I 500G SF,0.85,1.59,10.0,0.0
181,2021-10-01,80317483,ROMA TOMATEN ES I 500G SF,0.85,1.59,20.0,0.0
182,2021-10-02,80317483,ROMA TOMATEN ES I 500G SF,0.85,1.59,10.0,2.0
183,2021-10-03,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
184,2021-10-04,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,3.0
185,2021-10-05,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,5.0
186,2021-10-06,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,6.0
187,2021-10-07,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,3.0
188,2021-10-08,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,1.0
189,2021-10-09,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,0.0
190,2021-10-10,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
191,2021-10-11,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,0.0
192,2021-10-12,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,0.0
193,2021-10-13,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,0.0
194,2021-10-14,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,0.0
195,2021-10-15,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,0.0
196,2021-10-16,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,0.0
197,2021-10-17,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
198,2021-10-18,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,0.0
199,2021-10-19,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,0.0
200,2021-10-20,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,0.0
201,2021-10-21,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,0.0
202,2021-10-22,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,0.0
203,2021-10-23,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,0.0
204,2021-10-24,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
205,2021-10-25,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,0.0
206,2021-10-26,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,0.0
207,2021-10-27,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,0.0
208,2021-10-28,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,0.0
209,2021-10-29,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,0.0
210,2021-10-30,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,20.0,6.0
211,2021-10-31,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
212,2021-11-01,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,20.0,14.0
213,2021-11-02,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,13.0
214,2021-11-03,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,8.0
215,2021-11-04,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,7.0
216,2021-11-05,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,2.0
217,2021-11-06,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,30.0,28.0
218,2021-11-07,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
219,2021-11-08,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,2.0
220,2021-11-09,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,12.0
221,2021-11-10,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,5.0
222,2021-11-11,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,20.0,3.0
223,2021-11-12,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,0.0
224,2021-11-13,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,0.0
225,2021-11-14,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
226,2021-11-15,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,0.0
227,2021-11-16,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,0.0
228,2021-11-17,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,0.0
229,2021-11-18,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,8.0
230,2021-11-19,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,9.0
231,2021-11-20,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,20.0,2.0
232,2021-11-21,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
233,2021-11-22,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,0.0
234,2021-11-23,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,4.0
235,2021-11-24,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,4.0
236,2021-11-25,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,12.0
237,2021-11-26,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,10.0
238,2021-11-27,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,30.0,16.0
239,2021-11-28,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
240,2021-11-29,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,9.0
241,2021-11-30,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,11.0
242,2021-12-01,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,13.0
243,2021-12-02,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,20.0,7.0
244,2021-12-03,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,5.0
245,2021-12-04,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,10.0
246,2021-12-05,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
247,2021-12-06,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,10.0,4.0
248,2021-12-07,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,10.0,5.0
249,2021-12-08,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,10.0,9.0
250,2021-12-09,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,14.0
251,2021-12-10,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,10.0
252,2021-12-11,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,12.0
253,2021-12-12,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
254,2021-12-13,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,6.0
255,2021-12-14,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,13.0
256,2021-12-15,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,6.0
257,2021-12-16,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,10.0,14.0
258,2021-12-17,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,11.0
259,2021-12-18,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,9.0
260,2021-12-19,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
261,2021-12-20,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,14.0
262,2021-12-21,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,14.0
263,2021-12-22,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,22.0
264,2021-12-23,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,30.0,20.0
265,2021-12-24,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,30.0,5.0
266,2021-12-25,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
267,2021-12-26,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
268,2021-12-27,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,16.0
